Date,Close,High,Low,Open,Volume,value,value_classification,timestamp,time_until_update,US Dollar Index
2018-02-28,10397.900390625,11089.7998046875,10393.099609375,10687.2001953125,6936189952,41,Fear,1519776000,,90.61000061035156
2018-03-01,10951.0,11052.2998046875,10352.7001953125,10385.0,7317279744,38,Fear,1519862400,,90.31999969482422
2018-03-02,11086.400390625,11189.0,10850.099609375,10977.400390625,7620590080,47,Neutral,1519948800,,89.94000244140625
2018-03-05,11573.2998046875,11704.099609375,11443.900390625,11532.400390625,6468539904,55,Greed,1520208000,,90.08000183105469
2018-03-06,10779.900390625,11500.099609375,10694.2998046875,11500.099609375,6832169984,59,Greed,1520294400,,89.62000274658203
2018-03-07,9965.5703125,10929.5,9692.1201171875,10803.900390625,8797910016,37,Fear,1520380800,,89.63999938964844
2018-03-08,9395.009765625,10147.400390625,9335.8701171875,9951.4404296875,7186089984,39,Fear,1520467200,,90.12000274658203
2018-03-09,9337.5498046875,9466.349609375,8513.0302734375,9414.6904296875,8704190464,37,Fear,1520553600,,90.08999633789062
2018-03-12,9205.1201171875,9937.5,8956.4296875,9602.9296875,6457399808,41,Fear,1520812800,,89.9000015258789
2018-03-13,9194.849609375,9470.3798828125,8958.1904296875,9173.0400390625,5991139840,41,Fear,1520899200,,89.66000366210938
2018-03-14,8269.8095703125,9355.849609375,8068.58984375,9214.650390625,6438230016,40,Fear,1520985600,,89.69999694824219
2018-03-15,8300.8603515625,8428.349609375,7783.0498046875,8290.759765625,6834429952,32,Fear,1521072000,,90.13999938964844
2018-03-16,8338.349609375,8585.150390625,8005.31005859375,8322.91015625,5289379840,33,Fear,1521158400,,90.2300033569336
2018-03-19,8630.650390625,8675.8701171875,8182.39990234375,8344.1201171875,6729110016,29,Fear,1521417600,,89.9000015258789
2018-03-20,8913.4697265625,9051.01953125,8389.8896484375,8619.669921875,6361789952,37,Fear,1521504000,,90.37000274658203
2018-03-21,8929.2802734375,9177.3701171875,8846.330078125,8937.48046875,6043129856,36,Fear,1521590400,,89.77999877929688
2018-03-22,8728.4697265625,9100.7099609375,8564.900390625,8939.4404296875,5530390016,36,Fear,1521676800,,89.86000061035156
2018-03-23,8879.6201171875,8879.6201171875,8360.6201171875,8736.25,5954120192,28,Fear,1521763200,,89.44000244140625
2018-03-26,8209.400390625,8530.080078125,7921.43017578125,8498.4697265625,5921039872,31,Fear,1522022400,,89.02999877929688
2018-03-27,7833.0400390625,8232.7802734375,7797.27978515625,8200.0,5378250240,24,Extreme Fear,1522108800,,89.37000274658203
2018-03-28,7954.47998046875,8122.89013671875,7809.169921875,7836.830078125,4935289856,24,Extreme Fear,1522195200,,90.05999755859375
2018-03-29,7165.7001953125,7994.330078125,7081.3798828125,7979.06982421875,6361229824,18,Extreme Fear,1522281600,,90.1500015258789
2018-04-02,7083.7998046875,7135.47021484375,6816.580078125,6844.85986328125,4333440000,11,Extreme Fear,1522627200,,90.05000305175781
2018-04-03,7456.10986328125,7530.93994140625,7072.490234375,7102.259765625,5499700224,22,Extreme Fear,1522713600,,90.19999694824219
2018-04-04,6853.83984375,7469.8798828125,6803.8798828125,7456.41015625,4936000000,22,Extreme Fear,1522800000,,90.13999938964844
2018-04-05,6811.47021484375,6933.81982421875,6644.7998046875,6848.64990234375,5639320064,17,Extreme Fear,1522886400,,90.45999908447266
2018-04-06,6636.31982421875,6857.490234375,6575.0,6815.9599609375,3766810112,19,Extreme Fear,1522972800,,90.11000061035156
2018-04-09,6770.72998046875,7178.10986328125,6661.990234375,7044.31982421875,4894060032,21,Extreme Fear,1523232000,,89.83999633789062
2018-04-10,6834.759765625,6872.41015625,6704.14990234375,6795.43994140625,4272750080,18,Extreme Fear,1523318400,,89.58999633789062
2018-04-11,6968.31982421875,6968.31982421875,6817.58984375,6843.47021484375,4641889792,20,Extreme Fear,1523404800,,89.56999969482422
2018-04-12,7889.25,7899.22998046875,6806.509765625,6955.3798828125,8906250240,18,Extreme Fear,1523491200,,89.75
2018-04-13,7895.9599609375,8183.9599609375,7758.93017578125,7901.08984375,7764460032,23,Extreme Fear,1523577600,,89.80000305175781
2018-04-17,7902.08984375,8285.9599609375,7881.72021484375,8071.66015625,6900879872,26,Fear,1523923200,,89.5199966430664
2018-04-18,8163.419921875,8197.7998046875,7886.009765625,7944.43017578125,6529909760,24,Extreme Fear,1524009600,,89.62000274658203
2018-04-19,8294.3095703125,8298.6904296875,8138.77978515625,8159.27001953125,7063209984,25,Extreme Fear,1524096000,,89.94000244140625
2018-04-20,8845.830078125,8880.23046875,8244.5400390625,8286.8798828125,8438110208,26,Fear,1524182400,,90.31999969482422
2018-04-23,8930.8798828125,8958.5498046875,8788.8095703125,8794.3896484375,6925190144,28,Fear,1524441600,,90.94000244140625
2018-04-24,9697.5,9732.6103515625,8927.830078125,8934.33984375,10678800384,29,Fear,1524528000,,90.7699966430664
2018-04-25,8845.740234375,9745.3203125,8799.83984375,9701.0302734375,11083100160,64,Greed,1524614400,,91.16999816894531
2018-04-26,9281.509765625,9281.509765625,8727.08984375,8867.3203125,8970559488,47,Neutral,1524700800,,91.55999755859375
2018-04-27,8987.0498046875,9375.4697265625,8987.0498046875,9290.6298828125,7566289920,55,Greed,1524787200,,91.54000091552734
2018-04-30,9240.5498046875,9477.1396484375,9166.8095703125,9426.1103515625,8673920000,59,Greed,1525046400,,91.83999633789062
2018-05-01,9119.009765625,9255.8798828125,8891.0498046875,9251.4697265625,7713019904,56,Greed,1525132800,,92.44999694824219
2018-05-02,9235.919921875,9256.51953125,9015.1396484375,9104.599609375,7558159872,52,Neutral,1525219200,,92.51000213623047
2018-05-03,9743.8603515625,9798.330078125,9188.150390625,9233.9697265625,10207299584,55,Greed,1525305600,,92.41000366210938
2018-05-04,9700.759765625,9779.2001953125,9585.9599609375,9695.5,8217829888,56,Greed,1525392000,,92.56999969482422
2018-05-07,9373.009765625,9665.849609375,9231.5302734375,9645.669921875,7394019840,56,Greed,1525651200,,92.75
2018-05-08,9234.8203125,9462.75,9127.76953125,9380.8701171875,7415869952,62,Greed,1525737600,,93.12000274658203
2018-05-09,9325.1796875,9374.759765625,9031.6201171875,9223.73046875,7226890240,53,Neutral,1525824000,,93.04000091552734
2018-05-10,9043.9404296875,9396.0400390625,9040.51953125,9325.9599609375,6906699776,63,Greed,1525910400,,92.6500015258789
2018-05-11,8441.490234375,9052.9599609375,8394.4599609375,9052.9599609375,8488520192,41,Fear,1525996800,,92.54000091552734
2018-05-14,8716.7900390625,8881.1201171875,8367.9697265625,8713.099609375,7364149760,40,Fear,1526256000,,92.58999633789062
2018-05-15,8510.3798828125,8836.1904296875,8456.4501953125,8705.1904296875,6705710080,40,Fear,1526342400,,93.22000122070312
2018-05-16,8368.830078125,8508.4296875,8175.490234375,8504.41015625,6760220160,32,Fear,1526428800,,93.38999938964844
2018-05-17,8094.31982421875,8445.5400390625,8054.1201171875,8370.0498046875,5862530048,31,Fear,1526515200,,93.47000122070312
2018-05-18,8250.9697265625,8274.1201171875,7974.81982421875,8091.830078125,5764190208,37,Fear,1526601600,,93.63999938964844
2018-05-21,8418.990234375,8557.51953125,8365.1201171875,8522.330078125,5154990080,41,Fear,1526860800,,93.68000030517578
2018-05-22,8041.77978515625,8423.25,8004.580078125,8419.8701171875,5137010176,30,Fear,1526947200,,93.61000061035156
2018-05-23,7557.81982421875,8054.66015625,7507.8798828125,8037.080078125,6491120128,26,Fear,1527033600,,94.01000213623047
2018-05-24,7587.33984375,7738.60009765625,7331.14013671875,7561.1201171875,6049220096,27,Fear,1527120000,,93.77999877929688
2018-05-25,7480.14013671875,7659.14013671875,7392.64990234375,7592.2998046875,4867829760,25,Extreme Fear,1527206400,,94.19000244140625
2018-05-29,7472.58984375,7526.419921875,7090.68017578125,7129.4599609375,5662660096,16,Extreme Fear,1527552000,,94.83000183105469
2018-05-30,7406.52001953125,7573.77001953125,7313.60009765625,7469.72998046875,4922540032,38,Fear,1527638400,,94.1500015258789
2018-05-31,7494.169921875,7608.89990234375,7361.1298828125,7406.14990234375,5127130112,25,Extreme Fear,1527724800,,93.98999786376953
2018-06-01,7541.4501953125,7604.72998046875,7407.33984375,7500.7001953125,4921460224,24,Extreme Fear,1527811200,,94.19000244140625
2018-06-04,7514.47021484375,7753.81982421875,7474.0400390625,7722.52978515625,4993169920,41,Fear,1528070400,,94.0199966430664
2018-06-05,7633.759765625,7643.22998046875,7397.0,7500.89990234375,4961739776,26,Fear,1528156800,,93.88999938964844
2018-06-06,7653.97998046875,7680.43017578125,7502.009765625,7625.97021484375,4692259840,42,Fear,1528243200,,93.66000366210938
2018-06-07,7678.240234375,7741.27001953125,7650.81982421875,7650.81982421875,4485799936,38,Fear,1528329600,,93.4000015258789
2018-06-08,7624.919921875,7698.18994140625,7558.39990234375,7685.14013671875,4227579904,40,Fear,1528416000,,93.55000305175781
2018-06-11,6906.919921875,6910.18017578125,6706.6298828125,6799.2900390625,4745269760,15,Extreme Fear,1528675200,,93.58000183105469
2018-06-12,6582.35986328125,6907.9599609375,6542.080078125,6905.81982421875,4654380032,19,Extreme Fear,1528761600,,93.80000305175781
2018-06-13,6349.89990234375,6631.66015625,6285.6298828125,6596.8798828125,5052349952,19,Extreme Fear,1528848000,,93.70999908447266
2018-06-14,6675.35009765625,6707.14013671875,6334.4599609375,6342.75,5138710016,17,Extreme Fear,1528934400,,94.7699966430664
2018-06-15,6456.580078125,6681.080078125,6433.8701171875,6674.080078125,3955389952,26,Fear,1529020800,,94.79000091552734
2018-06-18,6734.81982421875,6781.14013671875,6446.68017578125,6510.06982421875,4039200000,27,Fear,1529280000,,94.75
2018-06-19,6769.93994140625,6822.5,6709.919921875,6742.39013671875,4057029888,32,Fear,1529366400,,95.08999633789062
2018-06-20,6776.5498046875,6821.56005859375,6611.8798828125,6770.759765625,3888640000,34,Fear,1529452800,,95.05999755859375
2018-06-21,6729.740234375,6810.93994140625,6715.169921875,6780.08984375,3529129984,37,Fear,1529539200,,94.87000274658203
2018-06-22,6083.68994140625,6747.080078125,6006.60009765625,6737.8798828125,5079810048,28,Fear,1529625600,,94.5199966430664
2018-06-25,6249.18017578125,6327.3701171875,6119.68017578125,6171.97021484375,5500810240,16,Extreme Fear,1529884800,,94.27999877929688
2018-06-26,6093.669921875,6290.16015625,6093.669921875,6253.5498046875,3279759872,21,Extreme Fear,1529971200,,94.68000030517578
2018-06-27,6157.1298828125,6180.0,6052.85009765625,6084.39990234375,3296219904,18,Extreme Fear,1530057600,,95.29000091552734
2018-06-28,5903.43994140625,6170.41015625,5873.0498046875,6153.16015625,3467800064,20,Extreme Fear,1530144000,,95.38999938964844
2018-06-29,6218.2998046875,6261.66015625,5835.75,5898.1298828125,3966230016,16,Extreme Fear,1530230400,,94.62999725341797
2018-07-02,6614.18017578125,6683.85986328125,6305.7001953125,6380.3798828125,4396930048,27,Fear,1530489600,,94.87000274658203
2018-07-03,6529.58984375,6671.3701171875,6447.75,6596.66015625,4672309760,31,Fear,1530576000,,94.58999633789062
2018-07-05,6639.14013671875,6749.5400390625,6546.64990234375,6599.7099609375,4999240192,37,Fear,1530748800,,94.47000122070312
2018-07-06,6673.5,6700.93994140625,6533.5498046875,6638.68994140625,4313959936,34,Fear,1530835200,,94.04000091552734
2018-07-09,6741.75,6838.68017578125,6724.33984375,6775.080078125,3718129920,39,Fear,1531094400,,94.08000183105469
2018-07-10,6329.9501953125,6767.740234375,6320.72021484375,6739.2099609375,4052430080,37,Fear,1531180800,,94.11000061035156
2018-07-11,6394.7099609375,6444.9599609375,6330.47021484375,6330.77001953125,3644859904,29,Fear,1531267200,,94.72000122070312
2018-07-12,6228.81005859375,6397.10009765625,6136.419921875,6396.77978515625,3770170112,33,Fear,1531353600,,94.80999755859375
2018-07-13,6238.0498046875,6310.5498046875,6192.240234375,6235.02978515625,3805400064,29,Fear,1531440000,,94.75
2018-07-16,6741.75,6741.75,6357.009765625,6357.009765625,4725799936,36,Fear,1531699200,,94.51000213623047
2018-07-17,7321.0400390625,7387.240234375,6684.169921875,6739.64990234375,5961950208,39,Fear,1531785600,,94.97000122070312
2018-07-18,7370.77978515625,7534.990234375,7280.47021484375,7315.31982421875,6103410176,42,Fear,1531872000,,95.08000183105469
2018-07-19,7466.85986328125,7494.4599609375,7295.4599609375,7378.2001953125,5111629824,44,Fear,1531958400,,95.16999816894531
2018-07-20,7354.1298828125,7594.669921875,7323.259765625,7467.39990234375,4936869888,47,Neutral,1532044800,,94.45999908447266
2018-07-23,7711.10986328125,7771.5,7409.10009765625,7414.7099609375,5132480000,44,Fear,1532304000,,94.66999816894531
2018-07-24,8424.26953125,8424.26953125,7705.5,7716.509765625,7277689856,49,Neutral,1532390400,,94.61000061035156
2018-07-25,8181.39013671875,8416.8701171875,8086.35986328125,8379.66015625,5845400064,54,Neutral,1532476800,,94.36000061035156
2018-07-26,7951.580078125,8290.330078125,7878.7099609375,8176.85009765625,4899089920,53,Neutral,1532563200,,94.75
2018-07-27,8165.009765625,8262.66015625,7839.759765625,7950.39990234375,5195879936,47,Neutral,1532649600,,94.68000030517578
2018-07-30,8180.47998046875,8235.5,7917.5,8221.580078125,5551400000,53,Neutral,1532908800,,94.36000061035156
2018-07-31,7780.43994140625,8181.52978515625,7696.93017578125,8181.2001953125,5287530000,48,Neutral,1532995200,,94.48999786376953
2018-08-01,7624.91015625,7769.0400390625,7504.9501953125,7769.0400390625,4797620000,39,Fear,1533081600,,94.62000274658203
2018-08-02,7567.14990234375,7712.77001953125,7523.43994140625,7634.18994140625,4214110000,39,Fear,1533168000,,95.16999816894531
2018-08-03,7434.39013671875,7562.14013671875,7328.64990234375,7562.14013671875,4627150000,36,Fear,1533254400,,95.13999938964844
2018-08-06,6951.7998046875,7166.5498046875,6890.5400390625,7062.93994140625,3925900000,25,Extreme Fear,1533513600,,95.36000061035156
2018-08-07,6753.1201171875,7146.56005859375,6748.240234375,6958.31982421875,4682800000,25,Extreme Fear,1533600000,,95.22000122070312
2018-08-08,6305.7998046875,6746.85009765625,6226.22021484375,6746.85009765625,5064430000,23,Extreme Fear,1533686400,,95.0999984741211
2018-08-09,6568.22998046875,6625.72998046875,6249.06982421875,6305.56005859375,4267040000,19,Extreme Fear,1533772800,,95.5
2018-08-10,6184.7099609375,6591.259765625,6124.52001953125,6571.419921875,4528680000,21,Extreme Fear,1533859200,,96.36000061035156
2018-08-13,6297.56982421875,6537.0498046875,6225.72021484375,6341.35986328125,4083980000,21,Extreme Fear,1534118400,,96.38999938964844
2018-08-14,6199.7099609375,6287.93994140625,5971.0498046875,6287.66015625,5301700000,16,Extreme Fear,1534204800,,96.7300033569336
2018-08-15,6308.52001953125,6588.490234375,6221.419921875,6221.419921875,4895450000,18,Extreme Fear,1534291200,,96.69999694824219
2018-08-16,6334.72998046875,6473.5,6276.41015625,6294.22998046875,4328420000,21,Extreme Fear,1534377600,,96.6500015258789
2018-08-17,6580.6298828125,6582.5,6324.97021484375,6340.91015625,4992990000,19,Extreme Fear,1534464000,,96.0999984741211
2018-08-20,6308.52978515625,6536.919921875,6297.93017578125,6500.509765625,3665100000,26,Fear,1534723200,,95.9000015258789
2018-08-21,6488.759765625,6500.8701171875,6298.240234375,6301.06982421875,3377180000,19,Extreme Fear,1534809600,,95.26000213623047
2018-08-22,6376.7099609375,6816.7900390625,6310.10986328125,6486.25,4668110000,21,Extreme Fear,1534896000,,95.1500015258789
2018-08-23,6534.8798828125,6546.5400390625,6371.33984375,6371.33984375,3426180000,18,Extreme Fear,1534982400,,95.62000274658203
2018-08-24,6719.9599609375,6719.9599609375,6498.64013671875,6551.52001953125,4097820000,19,Extreme Fear,1535068800,,95.1500015258789
2018-08-27,6884.64013671875,6884.64013671875,6689.7099609375,6710.7998046875,4019000000,18,Extreme Fear,1535328000,,94.77999877929688
2018-08-28,7096.27978515625,7109.56005859375,6882.33984375,6891.080078125,4659940000,19,Extreme Fear,1535414400,,94.72000122070312
2018-08-29,7047.16015625,7113.2998046875,6970.81982421875,7091.7099609375,4145880000,19,Extreme Fear,1535500800,,94.5999984741211
2018-08-30,6978.22998046875,7072.68994140625,6834.68994140625,7043.759765625,4463250000,22,Extreme Fear,1535587200,,94.72000122070312
2018-08-31,7037.580078125,7057.169921875,6920.16015625,6973.97021484375,4495650000,17,Extreme Fear,1535673600,,95.13999938964844
2018-09-04,7361.66015625,7388.259765625,7255.43994140625,7263.0,4273640000,26,Fear,1536019200,,95.41999816894531
2018-09-05,6792.830078125,7388.43017578125,6792.830078125,7361.4599609375,5800460000,17,Extreme Fear,1536105600,,95.12999725341797
2018-09-06,6529.169921875,6755.14013671875,6404.72021484375,6755.14013671875,5523470000,14,Extreme Fear,1536192000,,95.0199966430664
2018-09-07,6467.06982421875,6555.2900390625,6396.8701171875,6528.919921875,4264680000,17,Extreme Fear,1536278400,,95.37000274658203
2018-09-10,6329.7001953125,6374.97998046875,6292.759765625,6301.56982421875,3714100000,15,Extreme Fear,1536537600,,95.1500015258789
2018-09-11,6321.2001953125,6398.919921875,6260.2099609375,6331.8798828125,3849910000,18,Extreme Fear,1536624000,,95.05999755859375
2018-09-12,6351.7998046875,6363.8701171875,6265.08984375,6317.009765625,4064230000,14,Extreme Fear,1536710400,,94.80000305175781
2018-09-13,6517.31005859375,6535.41015625,6354.240234375,6354.240234375,4210910000,20,Extreme Fear,1536796800,,94.54000091552734
2018-09-14,6512.7099609375,6596.10009765625,6456.169921875,6515.41015625,4076220000,23,Extreme Fear,1536883200,,94.9800033569336
2018-09-17,6281.2001953125,6540.2099609375,6257.52001953125,6514.06005859375,3910780000,25,Extreme Fear,1537142400,,94.51000213623047
2018-09-18,6371.2998046875,6384.18017578125,6265.7099609375,6280.91015625,4180090000,21,Extreme Fear,1537228800,,94.62000274658203
2018-09-19,6398.5400390625,6448.4599609375,6208.33984375,6371.85009765625,4431340000,24,Extreme Fear,1537315200,,94.55000305175781
2018-09-20,6519.669921875,6529.259765625,6395.9501953125,6398.85009765625,4348110000,24,Extreme Fear,1537401600,,93.91000366210938
2018-09-21,6734.9501953125,6794.330078125,6496.35986328125,6513.8701171875,6531940000,31,Fear,1537488000,,94.22000122070312
2018-09-24,6595.41015625,6713.56005859375,6580.89990234375,6704.77001953125,4177310000,43,Fear,1537747200,,94.26000213623047
2018-09-25,6446.47021484375,6603.64013671875,6381.85986328125,6603.64013671875,4726180000,37,Fear,1537833600,,94.12999725341797
2018-09-26,6495.0,6585.91015625,6397.89013671875,6452.7900390625,4437300000,37,Fear,1537920000,,94.19000244140625
2018-09-27,6676.75,6712.10009765625,6464.9501953125,6495.2900390625,4606810000,42,Fear,1538006400,,95.0
2018-09-28,6644.1298828125,6785.02978515625,6598.31982421875,6678.75,5014430000,42,Fear,1538092800,,95.19000244140625
2018-10-01,6589.6201171875,6653.2998046875,6549.080078125,6619.85009765625,4000970000,35,Fear,1538352000,,95.30000305175781
2018-10-02,6556.10009765625,6611.83984375,6537.89990234375,6593.240234375,3979260000,33,Fear,1538438400,,95.51000213623047
2018-10-03,6502.58984375,6571.4599609375,6454.02978515625,6553.85986328125,3887310000,36,Fear,1538524800,,95.76000213623047
2018-10-04,6576.68994140625,6603.31005859375,6497.91015625,6497.91015625,3838410000,29,Fear,1538611200,,95.75
2018-10-05,6622.47998046875,6623.6201171875,6557.41015625,6574.14990234375,3671500000,37,Fear,1538697600,,95.62000274658203
2018-10-08,6652.22998046875,6675.06005859375,6576.0400390625,6600.18994140625,3979460000,26,Fear,1538956800,,95.7699966430664
2018-10-09,6642.64013671875,6661.41015625,6606.93994140625,6653.080078125,3580810000,31,Fear,1539043200,,95.68000030517578
2018-10-10,6585.52978515625,6640.2900390625,6538.9599609375,6640.2900390625,3787650000,28,Fear,1539129600,,95.51000213623047
2018-10-11,6256.240234375,6586.740234375,6243.740234375,6586.740234375,5181640000,19,Extreme Fear,1539216000,,95.0199966430664
2018-10-12,6274.580078125,6328.5,6236.47021484375,6239.25,3783500000,13,Extreme Fear,1539302400,,95.22000122070312
2018-10-15,6596.5400390625,6965.06005859375,6258.68017578125,6292.64013671875,7370770000,20,Extreme Fear,1539561600,,95.06999969482422
2018-10-16,6596.10986328125,6673.58984375,6571.3701171875,6601.41015625,4074800000,24,Extreme Fear,1539648000,,95.05000305175781
2018-10-17,6544.43017578125,6601.2099609375,6517.4501953125,6590.52001953125,4088420000,23,Extreme Fear,1539734400,,95.58000183105469
2018-10-18,6476.7099609375,6567.5400390625,6450.0400390625,6542.330078125,3924080000,26,Fear,1539820800,,95.9000015258789
2018-10-19,6465.41015625,6493.68017578125,6445.31005859375,6478.06982421875,3578870000,24,Extreme Fear,1539907200,,95.70999908447266
2018-10-22,6487.16015625,6543.7998046875,6462.97998046875,6486.0498046875,3672860000,27,Fear,1540166400,,96.01000213623047
2018-10-23,6475.740234375,6506.009765625,6451.27001953125,6472.35986328125,3716150000,24,Extreme Fear,1540252800,,95.95999908447266
2018-10-24,6495.83984375,6521.990234375,6468.85986328125,6478.89013671875,3424670000,23,Extreme Fear,1540339200,,96.43000030517578
2018-10-25,6476.2900390625,6504.64990234375,6447.02978515625,6484.64990234375,3230550000,25,Extreme Fear,1540425600,,96.68000030517578
2018-10-26,6474.75,6498.2900390625,6449.60986328125,6468.43994140625,3306050000,29,Fear,1540512000,,96.36000061035156
2018-10-29,6332.6298828125,6503.60009765625,6306.990234375,6492.35009765625,4199910000,34,Fear,1540771200,,96.58000183105469
2018-10-30,6334.27001953125,6364.990234375,6310.14013671875,6337.0400390625,3781100000,31,Fear,1540857600,,97.01000213623047
2018-10-31,6317.60986328125,6349.16015625,6316.8798828125,6336.990234375,4191240000,32,Fear,1540944000,,97.12999725341797
2018-11-01,6377.77978515625,6547.14013671875,6311.830078125,6318.14013671875,3789400000,29,Fear,1541030400,,96.27999877929688
2018-11-02,6388.43994140625,6396.85986328125,6327.3798828125,6378.919921875,4234870000,36,Fear,1541116800,,96.54000091552734
2018-11-05,6419.66015625,6480.58984375,6363.6201171875,6363.6201171875,4174800000,42,Fear,1541376000,,96.3499984741211
2018-11-06,6461.009765625,6463.5498046875,6408.16015625,6433.3798828125,4700040000,42,Fear,1541462400,,96.31999969482422
2018-11-07,6530.14013671875,6552.16015625,6468.31005859375,6468.5,4941260000,48,Neutral,1541548800,,96.0
2018-11-08,6453.72021484375,6536.919921875,6438.52978515625,6522.27001953125,4665260000,51,Neutral,1541635200,,96.63999938964844
2018-11-09,6385.6201171875,6456.4599609375,6373.3701171875,6442.60009765625,4346820000,47,Neutral,1541721600,,96.91000366210938
2018-11-12,6371.27001953125,6434.2099609375,6360.47021484375,6411.759765625,4295770000,52,Neutral,1541980800,,97.54000091552734
2018-11-13,6359.490234375,6395.27001953125,6342.669921875,6373.18994140625,4503800000,56,Greed,1542067200,,97.30000305175781
2018-11-14,5738.35009765625,6371.5498046875,5544.08984375,6351.240234375,7398940000,49,Neutral,1542153600,,96.80000305175781
2018-11-15,5648.02978515625,5774.81982421875,5358.3798828125,5736.14990234375,7032140000,28,Fear,1542240000,,96.93000030517578
2018-11-16,5575.5498046875,5657.02001953125,5498.93994140625,5645.31982421875,5279320000,23,Extreme Fear,1542326400,,96.47000122070312
2018-11-19,4871.490234375,5620.77978515625,4842.91015625,5620.77978515625,7039560000,28,Fear,1542585600,,96.19000244140625
2018-11-20,4451.8701171875,4951.60986328125,4272.10986328125,4863.93017578125,8428290000,21,Extreme Fear,1542672000,,96.80999755859375
2018-11-21,4602.169921875,4675.72998046875,4343.97998046875,4465.5400390625,6120120000,15,Extreme Fear,1542758400,,96.70999908447266
2018-11-23,4347.10986328125,4396.419921875,4195.68017578125,4360.7001953125,4871490000,12,Extreme Fear,1542931200,,96.91999816894531
2018-11-26,3779.1298828125,4107.14013671875,3643.919921875,4015.070068359375,6476900000,17,Extreme Fear,1543190400,,97.06999969482422
2018-11-27,3820.719970703125,3862.9599609375,3661.010009765625,3765.949951171875,5998720000,11,Extreme Fear,1543276800,,97.37000274658203
2018-11-28,4257.419921875,4385.89990234375,3822.469970703125,3822.469970703125,7280280000,14,Extreme Fear,1543363200,,96.79000091552734
2018-11-29,4278.8466796875,4413.0205078125,4145.76513671875,4269.00439453125,6503347767,18,Extreme Fear,1543449600,,96.77999877929688
2018-11-30,4017.2685546875,4322.9765625,3942.822021484375,4289.0888671875,6048016717,19,Extreme Fear,1543536000,,97.2699966430664
2018-12-03,3894.130859375,4155.9794921875,3840.4462890625,4147.32373046875,5089570994,17,Extreme Fear,1543795200,,97.04000091552734
2018-12-04,3956.893798828125,4075.627685546875,3832.75,3886.294921875,5028069239,12,Extreme Fear,1543881600,,96.97000122070312
2018-12-06,3521.101806640625,3874.966064453125,3521.101806640625,3754.074462890625,5878333109,13,Extreme Fear,1544054400,,96.80999755859375
2018-12-07,3419.937255859375,3512.59033203125,3280.228759765625,3512.59033203125,6835615448,11,Extreme Fear,1544140800,,96.51000213623047
2018-12-10,3502.656005859375,3647.33251953125,3470.14453125,3612.04638671875,5020968740,19,Extreme Fear,1544400000,,97.22000122070312
2018-12-11,3424.588134765625,3513.18505859375,3392.25,3497.5546875,4696765188,15,Extreme Fear,1544486400,,97.38999938964844
2018-12-12,3486.9501953125,3534.228515625,3413.4814453125,3421.458251953125,4139364829,14,Extreme Fear,1544572800,,97.04000091552734
2018-12-13,3313.67724609375,3489.739501953125,3298.132080078125,3487.87939453125,4343372456,14,Extreme Fear,1544659200,,97.05999755859375
